31252,R/W 12,,,5x2,5x2,5x2,1
31242,R/W 12,,,4x2,4x2,4x2,1
31232,R/W 12,,,3x2,3x2,3x2,1
31222,R/W 12,,,2x2,2x2,2x2,1
3884,R/W 8,,,8x4,8x4,8x4,1
3874,R/W 8,,,7x4,7x4,7x4,1
3864,R/W 8,,,6x4,6x4,6x4,1
3854,R/W 8,,,5x4,5x4,5x4,1
3844,R/W 8,,,4x4,4x4,4x4,1
3883,R/W 8,,,8x3,8x3,8x3,1
3873,R/W 8,,,7x3,7x3,7x3,1
3863,R/W 8,,,6x3,6x3,6x3,1
3853,R/W 8,,,5x3,5x3,5x3,1
3843,R/W 8,,,4x3,4x3,4x3,1
3833,R/W 8,,,3x3,3x3,3x3,1
3882,R/W 8,,,8x2,8x2,8x2,1
3872,R/W 8,,,7x2,7x2,7x2,1
3862,R/W 8,,,6x2,6x2,6x2,1
3852,R/W 8,,,5x2,5x2,5x2,1
3842,R/W 8,,,4x2,4x2,4x2,1
3832,R/W 8,,,3x2,3x2,3x2,1
3822,R/W 8,,,2x2,2x2,2x2,1
3684,R/W 6,,,8x4,8x4,8x4,1
3674,R/W 6,,,7x4,7x4,7x4,1
3664,R/W 6,,,6x4,6x4,6x4,1
3654,R/W 6,,,5x4,5x4,5x4,1
3644,R/W 6,,,4x4,4x4,4x4,1
3683,R/W 6,,,8x3,8x3,8x3,1
3673,R/W 6,,,7x3,7x3,7x3,1
3663,R/W 6,,,6x3,6x3,6x3,1
3653,R/W 6,,,5x3,5x3,5x3,1
3643,R/W 6,,,4x3,4x3,4x3,1
3633,R/W 6,,,3x3,3x3,3x3,1
3682,R/W 6,,,8x2,8x2,8x2,1
3672,R/W 6,,,7x2,7x2,7x2,1
3662,R/W 6,,,6x2,6x2,6x2,1
3652,R/W 6,,,5x2,5x2,5x2,1
3642,R/W 6,,,4x2,4x2,4x2,1
3632,R/W 6,,,3x2,3x2,3x2,1
3622,R/W 6,,,2x2,2x2,2x2,1
3484,R/W 4,,,8x4,8x4,8x4,1
3474,R/W 4,,,7x4,7x4,7x4,1
3464,R/W 4,,,6x4,6x4,6x4,1
3454,R/W 4,,,5x4,5x4,5x4,1
3444,R/W 4,,,4x4,4x4,4x4,1
3483,R/W 4,,,8x3,8x3,8x3,1
3473,R/W 4,,,7x3,7x3,7x3,1
3463,R/W 4,,,6x3,6x3,6x3,1
3453,R/W 4,,,5x3,5x3,5x3,1
3443,R/W 4,,,4x3,4x3,4x3,1
3433,R/W 4,,,3x3,3x3,3x3,1
3482,R/W 4,,,8x2,8x2,8x2,1
3472,R/W 4,,,7x2,7x2,7x2,1
3462,R/W 4,,,6x2,6x2,6x2,1
3452,R/W 4,,,5x2,5x2,5x2,1
3442,R/W 4,,,4x2,4x2,4x2,1
3432,R/W 4,,,3x2,3x2,3x2,1
3422,R/W 4,,,2x2,2x2,2x2,1
41884,MYSUR GOLD   18MM,,,8x4,8x4,8x4,1
41874,MYSUR GOLD   18MM,,,7x4,7x4,7x4,1
41864,MYSUR GOLD   18MM,,,6x4,6x4,6x4,1
41854,MYSUR GOLD   18MM,,,5x4,5x4,5x4,1
41844,MYSUR GOLD   18MM,,,4x4,4x4,4x4,1
41883,MYSUR GOLD   18MM,,,8x3,8x3,8x3,1
41873,MYSUR GOLD   18MM,,,7x3,7x3,7x3,1
41863,MYSUR GOLD   18MM,,,6x3,6x3,6x3,1
41853,MYSUR GOLD   18MM,,,5x3,5x3,5x3,1
41843,MYSUR GOLD   18MM,,,4x3,4x3,4x3,1
41833,MYSUR GOLD   18MM,,,3x3,3x3,3x3,1
41882,MYSUR GOLD   18MM,,,8x2,8x2,8x2,1
41872,MYSUR GOLD   18MM,,,7x2,7x2,7x2,1
41862,MYSUR GOLD   18MM,,,6x2,6x2,6x2,1
41852,MYSUR GOLD   18MM,,,5x2,5x2,5x2,1
41842,MYSUR GOLD   18MM,,,4x2,4x2,4x2,1
41832,MYSUR GOLD   18MM,,,3x2,3x2,3x2,1
41822,MYSUR GOLD   18MM,,,2x2,2x2,2x2,1
41284,MYSUR GOLD   12MM,,,8x4,8x4,8x4,1
41274,MYSUR GOLD   12MM,,,7x4,7x4,7x4,1
41264,MYSUR GOLD   12MM,,,6x4,6x4,6x4,1
41254,MYSUR GOLD   12MM,,,5x4,5x4,5x4,1
41244,MYSUR GOLD   12MM,,,4x4,4x4,4x4,1
41283,MYSUR GOLD   12MM,,,8x3,8x3,8x3,1
41273,MYSUR GOLD   12MM,,,7x3,7x3,7x3,1
41263,MYSUR GOLD   12MM,,,6x3,6x3,6x3,1
41253,MYSUR GOLD   12MM,,,5x3,5x3,5x3,1
41243,MYSUR GOLD   12MM,,,4x3,4x3,4x3,1
41233,MYSUR GOLD   12MM,,,3x3,3x3,3x3,1
41282,MYSUR GOLD   12MM,,,8x2,8x2,8x2,1
41272,MYSUR GOLD   12MM,,,7x2,7x2,7x2,1
41262,MYSUR GOLD   12MM,,,6x2,6x2,6x2,1
41252,MYSUR GOLD   12MM,,,5x2,5x2,5x2,1
41242,MYSUR GOLD   12MM,,,4x2,4x2,4x2,1
41232,MYSUR GOLD   12MM,,,3x2,3x2,3x2,1
41222,MYSUR GOLD   12MM,,,2x2,2x2,2x2,1
4884,MYSUR GOLD   8MM,,,8x4,8x4,8x4,1
4874,MYSUR GOLD   8MM,,,7x4,7x4,7x4,1
4864,MYSUR GOLD   8MM,,,6x4,6x4,6x4,1
4854,MYSUR GOLD   8MM,,,5x4,5x4,5x4,1
4844,MYSUR GOLD   8MM,,,4x4,4x4,4x4,1
4883,MYSUR GOLD   8MM,,,8x3,8x3,8x3,1
4873,MYSUR GOLD   8MM,,,7x3,7x3,7x3,1
4863,MYSUR GOLD   8MM,,,6x3,6x3,6x3,1
4853,MYSUR GOLD   8MM,,,5x3,5x3,5x3,1
4843,MYSUR GOLD   8MM,,,4x3,4x3,4x3,1
4833,MYSUR GOLD   8MM,,,3x3,3x3,3x3,1
4882,MYSUR GOLD   8MM,,,8x2,8x2,8x2,1
